fig|3702.11.peg.1	ATMG00010	ATMG00010.1
fig|3702.11.peg.4409	AT5G48040	AT5G48040.1
fig|3702.11.peg.441	AT5G03204	AT5G03204.1
fig|3702.11.peg.4410	AT5G48050	AT5G48050.1
fig|3702.11.peg.4411	AT5G48060	AT5G48060.1
fig|3702.11.peg.4412	AT5G48070	AT5G48070.1
fig|3702.11.peg.4413	AT5G48090	AT5G48090.1
fig|3702.11.peg.4414	AT5G48100	AT5G48100.1
fig|3702.11.peg.4415	AT5G48110	AT5G48110.1
fig|3702.11.peg.4416	AT5G48120	AT5G48120.1
fig|3702.11.peg.4417	AT5G48130	AT5G48130.1
fig|3702.11.peg.4418	AT5G48140	AT5G48140.1
fig|3702.11.peg.4419	AT5G48150	AT5G48150.2
fig|3702.11.peg.442	AT5G03210	AT5G03210.1
fig|3702.11.peg.4420	AT5G48160	AT5G48160.1
fig|3702.11.peg.4421	AT5G48170	AT5G48170.1
fig|3702.11.peg.4422	AT5G48175	AT5G48175.1
fig|3702.11.peg.4423	AT5G48180	AT5G48180.1
fig|3702.11.peg.4424	AT5G48190	AT5G48190.1
fig|3702.11.peg.4425	AT5G48200	AT5G48200.1
fig|3702.11.peg.4426	AT5G48205	AT5G48205.1
fig|3702.11.peg.4427	AT5G48210	AT5G48210.1
fig|3702.11.peg.4428	AT5G48220	AT5G48220.1
fig|3702.11.peg.4429	AT5G48230	AT5G48230.2
fig|3702.11.peg.443	AT5G03220	AT5G03220.1
fig|3702.11.peg.4430	AT5G48240	AT5G48240.3
fig|3702.11.peg.4431	AT5G48250	AT5G48250.1
fig|3702.11.peg.4432	AT5G48270	AT5G48270.1
fig|3702.11.peg.4433	AT5G48280	AT5G48280.1
fig|3702.11.peg.4434	AT5G48290	AT5G48290.1
fig|3702.11.peg.4435	AT5G48300	AT5G48300.1
fig|3702.11.peg.4436	AT5G48310	AT5G48310.1
fig|3702.11.peg.4437	AT5G48320	AT5G48320.1
fig|3702.11.peg.4438	AT5G48330	AT5G48330.1
fig|3702.11.peg.4439	AT5G48335	AT5G48335.1
fig|3702.11.peg.444	AT5G03230	AT5G03230.1
fig|3702.11.peg.4440	AT5G48340	AT5G48340.1
fig|3702.11.peg.4441	AT5G48350	AT5G48350.1
fig|3702.11.peg.4442	AT5G48360	AT5G48360.1
fig|3702.11.peg.4443	AT5G48370	AT5G48370.1
fig|3702.11.peg.4444	AT5G48375	AT5G48375.1
fig|3702.11.peg.4445	AT5G48380	AT5G48380.1
fig|3702.11.peg.4446	AT5G48385	AT5G48385.1
fig|3702.11.peg.4447	AT5G48390	AT5G48390.1
fig|3702.11.peg.4448	AT5G48400	AT5G48400.2
fig|3702.11.peg.4449	AT5G48410	AT5G48410.1
fig|3702.11.peg.445	AT5G03240	AT5G03240.1
fig|3702.11.peg.4450	AT5G48420	AT5G48420.1
fig|3702.11.peg.4451	AT5G48430	AT5G48430.1
fig|3702.11.peg.4452	AT5G48440	AT5G48440.1
fig|3702.11.peg.4453	AT5G48450	AT5G48450.1
fig|3702.11.peg.4454	AT5G48460	AT5G48460.1
fig|3702.11.peg.4455	AT5G48470	AT5G48470.1
fig|3702.11.peg.4456	AT5G48480	AT5G48480.1
fig|3702.11.peg.4457	AT5G48485	AT5G48485.1
fig|3702.11.peg.4458	AT5G48490	AT5G48490.1
fig|3702.11.peg.4459	AT5G48500	AT5G48500.1
fig|3702.11.peg.446	AT5G03250	AT5G03250.1
fig|3702.11.peg.4460	AT5G48510	AT5G48510.1
fig|3702.11.peg.4461	AT5G48515	AT5G48515.1
fig|3702.11.peg.4462	AT5G48520	AT5G48520.1
fig|3702.11.peg.4463	AT5G48530	AT5G48530.1
fig|3702.11.peg.4464	AT5G48540	AT5G48540.1
fig|3702.11.peg.4465	AT5G48543	AT5G48543.1
fig|3702.11.peg.4466	AT5G48545	AT5G48545.1
fig|3702.11.peg.4467	AT5G48550	AT5G48550.1
fig|3702.11.peg.4468	AT5G48560	AT5G48560.1
fig|3702.11.peg.4469	AT5G48570	AT5G48570.1
fig|3702.11.peg.447	AT5G03260	AT5G03260.1
fig|3702.11.peg.4470	AT5G48575	AT5G48575.1
fig|3702.11.peg.4471	AT5G48580	AT5G48580.1
fig|3702.11.peg.4472	AT5G48590	AT5G48590.1
fig|3702.11.peg.4473	AT5G48595	AT5G48595.1
fig|3702.11.peg.4474	AT5G48600	AT5G48600.2
fig|3702.11.peg.4475	AT5G48605	AT5G48605.1
fig|3702.11.peg.4476	AT5G48610	AT5G48610.1
fig|3702.11.peg.4477	AT5G48620	AT5G48620.1
fig|3702.11.peg.4478	AT5G48630	AT5G48630.2
fig|3702.11.peg.4479	AT5G48640	AT5G48640.1
fig|3702.11.peg.448	AT5G03270	AT5G03270.1
fig|3702.11.peg.4480	AT5G48650	AT5G48650.1
fig|3702.11.peg.4481	AT5G48655	AT5G48655.2
fig|3702.11.peg.4482	AT5G48657	AT5G48657.1
fig|3702.11.peg.4483	AT5G48660	AT5G48660.1
fig|3702.11.peg.4484	AT5G48670	AT5G48670.1
fig|3702.11.peg.4485	AT5G48680	AT5G48680.1
fig|3702.11.peg.4486	AT5G48690	AT5G48690.1
fig|3702.11.peg.4487	AT5G48700	AT5G48700.1
fig|3702.11.peg.4488	AT5G48710	AT5G48710.1
fig|3702.11.peg.4489	AT5G48720	AT5G48720.2
fig|3702.11.peg.449	AT5G03280	AT5G03280.1
fig|3702.11.peg.4490	AT5G48730	AT5G48730.1
fig|3702.11.peg.4491	AT5G48740	AT5G48740.1
fig|3702.11.peg.4492	AT5G48750	AT5G48750.1
fig|3702.11.peg.4493	AT5G48760	AT5G48760.1
fig|3702.11.peg.4494	AT5G48770	AT5G48770.1
fig|3702.11.peg.4495	AT5G48780	AT5G48780.1
fig|3702.11.peg.4496	AT5G48790	AT5G48790.1
fig|3702.11.peg.4497	AT5G48800	AT5G48800.1
fig|3702.11.peg.4498	AT5G48810	AT5G48810.1
fig|3702.11.peg.4499	AT5G48820	AT5G48820.2
fig|3702.11.peg.45	ATMG00550	ATMG00550.1
fig|3702.11.peg.450	AT5G03290	AT5G03290.1
fig|3702.11.peg.4500	AT5G48830	AT5G48830.2
fig|3702.11.peg.4501	AT5G48840	AT5G48840.1
fig|3702.11.peg.4502	AT5G48850	AT5G48850.1
fig|3702.11.peg.4503	AT5G48860	AT5G48860.1
fig|3702.11.peg.4504	AT5G48870	AT5G48870.1
fig|3702.11.peg.4505	AT5G48880	AT5G48880.3
fig|3702.11.peg.4506	AT5G48890	AT5G48890.1
fig|3702.11.peg.4507	AT5G48900	AT5G48900.1
fig|3702.11.peg.4508	AT5G48905	AT5G48905.1
fig|3702.11.peg.4509	AT5G48910	AT5G48910.1
fig|3702.11.peg.451	AT5G03300	AT5G03300.1
fig|3702.11.peg.4510	AT5G48920	AT5G48920.1
fig|3702.11.peg.4511	AT5G48930	AT5G48930.1
fig|3702.11.peg.4512	AT5G48940	AT5G48940.1
fig|3702.11.peg.4513	AT5G48945	AT5G48945.1
fig|3702.11.peg.4514	AT5G48950	AT5G48950.1
fig|3702.11.peg.4515	AT5G48953	AT5G48953.1
fig|3702.11.peg.4516	AT5G48960	AT5G48960.1
fig|3702.11.peg.4517	AT5G48970	AT5G48970.1
fig|3702.11.peg.4518	AT5G48980	AT5G48980.1
fig|3702.11.peg.4519	AT5G48990	AT5G48990.1
fig|3702.11.peg.452	AT5G03310	AT5G03310.1
fig|3702.11.peg.4520	AT5G49000	AT5G49000.2
fig|3702.11.peg.4521	AT5G49010	AT5G49010.1
fig|3702.11.peg.4522	AT5G49015	AT5G49015.1
fig|3702.11.peg.4523	AT5G49020	AT5G49020.1
fig|3702.11.peg.4524	AT5G49030	AT5G49030.3
fig|3702.11.peg.4525	AT5G49040	AT5G49040.1
fig|3702.11.peg.4526	AT5G49050	AT5G49050.1
fig|3702.11.peg.4527	AT5G49060	AT5G49060.1
fig|3702.11.peg.4528	AT5G49070	AT5G49070.1
fig|3702.11.peg.4529	AT5G49100	AT5G49100.1
fig|3702.11.peg.453	AT5G03320	AT5G03320.1
fig|3702.11.peg.4530	AT5G49110	AT5G49110.2
fig|3702.11.peg.4531	AT5G49120	AT5G49120.1
fig|3702.11.peg.4532	AT5G49130	AT5G49130.1
fig|3702.11.peg.4533	AT5G49140	AT5G49140.1
fig|3702.11.peg.4534	AT5G49150	AT5G49150.1
fig|3702.11.peg.4535	AT5G49160	AT5G49160.1
fig|3702.11.peg.4536	AT5G49170	AT5G49170.1
fig|3702.11.peg.4537	AT5G49180	AT5G49180.1
fig|3702.11.peg.4538	AT5G49190	AT5G49190.1
fig|3702.11.peg.4539	AT5G49200	AT5G49200.1
fig|3702.11.peg.454	AT5G03330	AT5G03330.2
fig|3702.11.peg.4540	AT5G49210	AT5G49210.2
fig|3702.11.peg.4541	AT5G49215	AT5G49215.1
fig|3702.11.peg.4542	AT5G49220	AT5G49220.1
fig|3702.11.peg.4543	AT5G49230	AT5G49230.1
fig|3702.11.peg.4544	AT5G49240	AT5G49240.1
fig|3702.11.peg.4545	AT5G49250	AT5G49250.1
fig|3702.11.peg.4546	AT5G49260	AT5G49260.1
fig|3702.11.peg.4547	AT5G49270	AT5G49270.1
fig|3702.11.peg.4548	AT5G49280	AT5G49280.1
fig|3702.11.peg.4549	AT5G49290	AT5G49290.1
fig|3702.11.peg.455	AT5G03340	AT5G03340.1
fig|3702.11.peg.4550	AT5G49300	AT5G49300.1
fig|3702.11.peg.4551	AT5G49310	AT5G49310.1
fig|3702.11.peg.4552	AT5G49320	AT5G49320.1
fig|3702.11.peg.4553	AT5G49330	AT5G49330.1
fig|3702.11.peg.4554	AT5G49334	AT5G49334.1
fig|3702.11.peg.4555	AT5G49340	AT5G49340.1
fig|3702.11.peg.4556	AT5G49350	AT5G49350.1
fig|3702.11.peg.4557	AT5G49360	AT5G49360.1
fig|3702.11.peg.4558	AT5G49370	AT5G49370.1
fig|3702.11.peg.4559	AT5G49380	AT5G49380.1
fig|3702.11.peg.456	AT5G03345	AT5G03345.2
fig|3702.11.peg.4560	AT5G49390	AT5G49390.1
fig|3702.11.peg.4561	AT5G49400	AT5G49400.1
fig|3702.11.peg.4562	AT5G49410	AT5G49410.2
fig|3702.11.peg.4563	AT5G49420	AT5G49420.1
fig|3702.11.peg.4564	AT5G49430	AT5G49430.1
fig|3702.11.peg.4565	AT5G49440	AT5G49440.1
fig|3702.11.peg.4566	AT5G49450	AT5G49450.1
fig|3702.11.peg.4567	AT5G49448	AT5G49448.1
fig|3702.11.peg.4568	AT5G49460	AT5G49460.1
fig|3702.11.peg.4569	AT5G49470	AT5G49470.2
fig|3702.11.peg.457	AT5G03350	AT5G03350.1
fig|3702.11.peg.4570	AT5G49480	AT5G49480.1
fig|3702.11.peg.4571	AT5G49490	AT5G49490.1
fig|3702.11.peg.4572	AT5G49500	AT5G49500.1
fig|3702.11.peg.4573	AT5G49510	AT5G49510.2
fig|3702.11.peg.4574	AT5G49520	AT5G49520.1
fig|3702.11.peg.4575	AT5G49525	AT5G49525.1
fig|3702.11.peg.4576	AT5G49530	AT5G49530.1
fig|3702.11.peg.4577	AT5G49540	AT5G49540.1
fig|3702.11.peg.4578	AT5G49550	AT5G49550.1
fig|3702.11.peg.4579	AT5G49555	AT5G49555.1
fig|3702.11.peg.458	AT5G03360	AT5G03360.1
fig|3702.11.peg.4580	AT5G49560	AT5G49560.1
fig|3702.11.peg.4581	AT5G49570	AT5G49570.1
fig|3702.11.peg.4582	AT5G49580	AT5G49580.1
fig|3702.11.peg.4583	AT5G49590	AT5G49590.1
fig|3702.11.peg.4584	AT5G49600	AT5G49600.1
fig|3702.11.peg.4585	AT5G49610	AT5G49610.1
fig|3702.11.peg.4586	AT5G49620	AT5G49620.2
fig|3702.11.peg.4587	AT5G49630	AT5G49630.1
fig|3702.11.peg.4588	AT5G49640	AT5G49640.1
fig|3702.11.peg.4589	AT5G49650	AT5G49650.1
fig|3702.11.peg.459	AT5G03370	AT5G03370.1
fig|3702.11.peg.4590	AT5G49660	AT5G49660.1
fig|3702.11.peg.4591	AT5G49665	AT5G49665.1
fig|3702.11.peg.4592	AT5G49680	AT5G49680.2
fig|3702.11.peg.4593	AT5G49690	AT5G49690.1
fig|3702.11.peg.4594	AT5G49700	AT5G49700.1
fig|3702.11.peg.4595	AT5G49710	AT5G49710.3
fig|3702.11.peg.4596	AT5G49720	AT5G49720.1
fig|3702.11.peg.4597	AT5G49730	AT5G49730.1
fig|3702.11.peg.4598	AT5G49740	AT5G49740.1
fig|3702.11.peg.4599	AT5G49750	AT5G49750.1
fig|3702.11.peg.46	ATMG00560	ATMG00560.1
fig|3702.11.peg.460	AT5G03380	AT5G03380.1
fig|3702.11.peg.4600	AT5G49760	AT5G49760.1
fig|3702.11.peg.4601	AT5G49770	AT5G49770.1
fig|3702.11.peg.4602	AT5G49780	AT5G49780.1
fig|3702.11.peg.4603	AT5G49800	AT5G49800.1
fig|3702.11.peg.4604	AT5G49810	AT5G49810.1
fig|3702.11.peg.4605	AT5G49820	AT5G49820.1
fig|3702.11.peg.4606	AT5G49830	AT5G49830.2
fig|3702.11.peg.4607	AT5G49840	AT5G49840.1
fig|3702.11.peg.4608	AT5G49850	AT5G49850.1
fig|3702.11.peg.4609	AT5G49860	AT5G49860.1
fig|3702.11.peg.461	AT5G03390	AT5G03390.1
fig|3702.11.peg.4610	AT5G49870	AT5G49870.1
fig|3702.11.peg.4611	AT5G49880	AT5G49880.1
fig|3702.11.peg.4612	AT5G49890	AT5G49890.1
fig|3702.11.peg.4613	AT5G49900	AT5G49900.1
fig|3702.11.peg.4614	AT5G49910	AT5G49910.1
fig|3702.11.peg.4615	AT5G49920	AT5G49920.1
fig|3702.11.peg.4616	AT5G49930	AT5G49930.1
fig|3702.11.peg.4617	AT5G49940	AT5G49940.1
fig|3702.11.peg.4618	AT5G49945	AT5G49945.1
fig|3702.11.peg.4619	AT5G49950	AT5G49950.1
fig|3702.11.peg.462	AT5G03400	AT5G03400.1
fig|3702.11.peg.4620	AT5G49960	AT5G49960.1
fig|3702.11.peg.4621	AT5G49970	AT5G49970.1
fig|3702.11.peg.4622	AT5G49980	AT5G49980.1
fig|3702.11.peg.4623	AT5G49990	AT5G49990.1
fig|3702.11.peg.4624	AT5G50000	AT5G50000.1
fig|3702.11.peg.4625	AT5G50010	AT5G50010.1
fig|3702.11.peg.4626	AT5G50011	AT5G50011.1
fig|3702.11.peg.4627	AT5G50012	AT5G50012.1
fig|3702.11.peg.4628	AT5G50020	AT5G50020.2
fig|3702.11.peg.4629	AT5G50030	AT5G50030.1
fig|3702.11.peg.463	AT5G03406	AT5G03406.1
fig|3702.11.peg.4630	AT5G50040	AT5G50040.1
fig|3702.11.peg.4631	AT5G50050	AT5G50050.1
fig|3702.11.peg.4632	AT5G50060	AT5G50060.1
fig|3702.11.peg.4633	AT5G50070	AT5G50070.1
fig|3702.11.peg.4634	AT5G50080	AT5G50080.1
fig|3702.11.peg.4635	AT5G50090	AT5G50090.1
fig|3702.11.peg.4636	AT5G50100	AT5G50100.1
fig|3702.11.peg.4637	AT5G50110	AT5G50110.1
fig|3702.11.peg.4638	AT5G50115	AT5G50115.1
fig|3702.11.peg.4639	AT5G50120	AT5G50120.1
fig|3702.11.peg.464	AT5G03415	AT5G03415.1
fig|3702.11.peg.4640	AT5G50130	AT5G50130.1
fig|3702.11.peg.4641	AT5G50136	AT5G50136.1
fig|3702.11.peg.4642	AT5G50140	AT5G50140.1
fig|3702.11.peg.4643	AT5G50150	AT5G50150.1
fig|3702.11.peg.4644	AT5G50160	AT5G50160.1
fig|3702.11.peg.4645	AT5G50170	AT5G50170.1
fig|3702.11.peg.4646	AT5G50175	AT5G50175.1
fig|3702.11.peg.4647	AT5G50180	AT5G50180.1
fig|3702.11.peg.4648	AT5G50200	AT5G50200.1
fig|3702.11.peg.4649	AT5G50210	AT5G50210.1
fig|3702.11.peg.465	AT5G03420	AT5G03420.1
fig|3702.11.peg.4650	AT5G50220	AT5G50220.1
fig|3702.11.peg.4651	AT5G50230	AT5G50230.1
fig|3702.11.peg.4652	AT5G50240	AT5G50240.1
fig|3702.11.peg.4653	AT5G50250	AT5G50250.1
fig|3702.11.peg.4654	AT5G50260	AT5G50260.1
fig|3702.11.peg.4655	AT5G50270	AT5G50270.1
fig|3702.11.peg.4656	AT5G50280	AT5G50280.1
fig|3702.11.peg.4657	AT5G50290	AT5G50290.1
fig|3702.11.peg.4658	AT5G50300	AT5G50300.1
fig|3702.11.peg.4659	AT5G50310	AT5G50310.1
fig|3702.11.peg.466	AT5G03430	AT5G03430.1
fig|3702.11.peg.4660	AT5G50320	AT5G50320.1
fig|3702.11.peg.4661	AT5G50330	AT5G50330.1
fig|3702.11.peg.4662	AT5G50335	AT5G50335.1
fig|3702.11.peg.4663	AT5G50340	AT5G50340.1
fig|3702.11.peg.4664	AT5G50345	AT5G50345.1
fig|3702.11.peg.4665	AT5G50350	AT5G50350.1
fig|3702.11.peg.4666	AT5G50360	AT5G50360.1
fig|3702.11.peg.4667	AT5G50361	AT5G50361.1
fig|3702.11.peg.4668	AT5G50370	AT5G50370.1
fig|3702.11.peg.4669	AT5G50375	AT5G50375.2
fig|3702.11.peg.467	AT5G03435	AT5G03435.1
fig|3702.11.peg.4670	AT5G50380	AT5G50380.1
fig|3702.11.peg.4671	AT5G50390	AT5G50390.1
fig|3702.11.peg.4672	AT5G50400	AT5G50400.1
fig|3702.11.peg.4673	AT5G50410	AT5G50410.1
fig|3702.11.peg.4674	AT5G50420	AT5G50420.1
fig|3702.11.peg.4675	AT5G50423	AT5G50423.1
fig|3702.11.peg.4676	AT5G50430	AT5G50430.2
fig|3702.11.peg.4677	AT5G50440	AT5G50440.1
fig|3702.11.peg.4678	AT5G50450	AT5G50450.1
fig|3702.11.peg.4679	AT5G50460	AT5G50460.1
fig|3702.11.peg.468	AT5G03440	AT5G03440.1
fig|3702.11.peg.4680	AT5G50470	AT5G50470.1
fig|3702.11.peg.4681	AT5G50480	AT5G50480.1
fig|3702.11.peg.4682	AT5G50490	AT5G50490.1
fig|3702.11.peg.4683	AT5G50500	AT5G50500.1
fig|3702.11.peg.4684	AT5G50510	AT5G50510.1
fig|3702.11.peg.4685	AT5G50520	AT5G50520.1
fig|3702.11.peg.4686	AT5G50530	AT5G50530.1
fig|3702.11.peg.4687	AT5G50540	AT5G50540.1
fig|3702.11.peg.4688	AT5G50550	AT5G50550.1
fig|3702.11.peg.4689	AT5G50560	AT5G50560.1
fig|3702.11.peg.469	AT5G03450	AT5G03450.1
fig|3702.11.peg.4690	AT5G50565	AT5G50565.1
fig|3702.11.peg.4691	AT5G50562	AT5G50562.1
fig|3702.11.peg.4692	AT5G50570	AT5G50570.2
fig|3702.11.peg.4693	AT5G50580	AT5G50580.2
fig|3702.11.peg.4694	AT5G50590	AT5G50590.1
fig|3702.11.peg.4695	AT5G50600	AT5G50600.1
fig|3702.11.peg.4696	AT5G50610	AT5G50610.1
fig|3702.11.peg.4697	AT5G50620	AT5G50620.1
fig|3702.11.peg.4698	AT5G50630	AT5G50630.1
fig|3702.11.peg.4699	AT5G50640	AT5G50640.1
fig|3702.11.peg.47	ATMG00570	ATMG00570.1
fig|3702.11.peg.470	AT5G03455	AT5G03455.1
fig|3702.11.peg.4700	AT5G50645	AT5G50645.1
fig|3702.11.peg.4701	AT5G50650	AT5G50650.1
fig|3702.11.peg.4702	AT5G50660	AT5G50660.1
fig|3702.11.peg.4703	AT5G50665	AT5G50665.2
fig|3702.11.peg.4704	AT5G50670	AT5G50670.1
fig|3702.11.peg.4705	AT5G50680	AT5G50680.1
fig|3702.11.peg.4706	AT5G50690	AT5G50690.1
fig|3702.11.peg.4707	AT5G50700	AT5G50700.1
fig|3702.11.peg.4708	AT5G50710	AT5G50710.1
fig|3702.11.peg.4709	AT5G50720	AT5G50720.1
fig|3702.11.peg.471	AT5G03460	AT5G03460.1
fig|3702.11.peg.4710	AT5G50740	AT5G50740.3
fig|3702.11.peg.4711	AT5G50750	AT5G50750.1
fig|3702.11.peg.4712	AT5G50760	AT5G50760.1
fig|3702.11.peg.4713	AT5G50770	AT5G50770.1
fig|3702.11.peg.4714	AT5G50780	AT5G50780.1
fig|3702.11.peg.4715	AT5G50790	AT5G50790.1
fig|3702.11.peg.4716	AT5G50800	AT5G50800.1
fig|3702.11.peg.4717	AT5G50801	AT5G50801.1
fig|3702.11.peg.4718	AT5G50810	AT5G50810.1
fig|3702.11.peg.4719	AT5G50820	AT5G50820.1
fig|3702.11.peg.472	AT5G03470	AT5G03470.1
fig|3702.11.peg.4720	AT5G50830	AT5G50830.2
fig|3702.11.peg.4721	AT5G50840	AT5G50840.2
fig|3702.11.peg.4722	AT5G50850	AT5G50850.1
fig|3702.11.peg.4723	AT5G50860	AT5G50860.1
fig|3702.11.peg.4724	AT5G50870	AT5G50870.2
fig|3702.11.peg.4725	AT5G50880	AT5G50880.1
fig|3702.11.peg.4726	AT5G50890	AT5G50890.1
fig|3702.11.peg.4727	AT5G50900	AT5G50900.1
fig|3702.11.peg.4728	AT5G50910	AT5G50910.1
fig|3702.11.peg.4729	AT5G50915	AT5G50915.2
fig|3702.11.peg.473	AT5G03480	AT5G03480.1
fig|3702.11.peg.4730	AT5G50920	AT5G50920.1
fig|3702.11.peg.4731	AT5G50930	AT5G50930.1
fig|3702.11.peg.4732	AT5G50940	AT5G50940.1
fig|3702.11.peg.4733	AT5G50950	AT5G50950.1
fig|3702.11.peg.4734	AT5G50960	AT5G50960.1
fig|3702.11.peg.4735	AT5G50970	AT5G50970.1
fig|3702.11.peg.4736	AT5G50990	AT5G50990.1
fig|3702.11.peg.4737	AT5G51000	AT5G51000.1
fig|3702.11.peg.4738	AT5G51010	AT5G51010.1
fig|3702.11.peg.4739	AT5G51020	AT5G51020.1
fig|3702.11.peg.474	AT5G03490	AT5G03490.1
fig|3702.11.peg.4740	AT5G51030	AT5G51030.1
fig|3702.11.peg.4741	AT5G51040	AT5G51040.3
fig|3702.11.peg.4742	AT5G51050	AT5G51050.1
fig|3702.11.peg.4743	AT5G51060	AT5G51060.1
fig|3702.11.peg.4744	AT5G51070	AT5G51070.1
fig|3702.11.peg.4745	AT5G51080	AT5G51080.1
fig|3702.11.peg.4746	AT5G51090	AT5G51090.1
fig|3702.11.peg.4747	AT5G51100	AT5G51100.1
fig|3702.11.peg.4748	AT5G51105	AT5G51105.1
fig|3702.11.peg.4749	AT5G51110	AT5G51110.1
fig|3702.11.peg.475	AT5G03495	AT5G03495.1
fig|3702.11.peg.4750	AT5G51120	AT5G51120.2
fig|3702.11.peg.4751	AT5G51130	AT5G51130.1
fig|3702.11.peg.4752	AT5G51140	AT5G51140.2
fig|3702.11.peg.4753	AT5G51150	AT5G51150.1
fig|3702.11.peg.4754	AT5G51160	AT5G51160.1
fig|3702.11.peg.4755	AT5G51170	AT5G51170.1
fig|3702.11.peg.4756	AT5G51180	AT5G51180.1
fig|3702.11.peg.4757	AT5G51190	AT5G51190.1
fig|3702.11.peg.4758	AT5G51195	AT5G51195.1
fig|3702.11.peg.4759	AT5G51200	AT5G51200.1
fig|3702.11.peg.476	AT5G03500	AT5G03500.1
fig|3702.11.peg.4760	AT5G51210	AT5G51210.1
fig|3702.11.peg.4761	AT5G51220	AT5G51220.1
fig|3702.11.peg.4762	AT5G51230	AT5G51230.1
fig|3702.11.peg.4763	AT5G51250	AT5G51250.1
fig|3702.11.peg.4764	AT5G51260	AT5G51260.1
fig|3702.11.peg.4765	AT5G51270	AT5G51270.1
fig|3702.11.peg.4766	AT5G51280	AT5G51280.1
fig|3702.11.peg.4767	AT5G51290	AT5G51290.1
fig|3702.11.peg.4768	AT5G51300	AT5G51300.3
fig|3702.11.peg.4769	AT5G51310	AT5G51310.1
fig|3702.11.peg.477	AT5G03510	AT5G03510.1
fig|3702.11.peg.4770	AT5G51330	AT5G51330.1
fig|3702.11.peg.4771	AT5G51340	AT5G51340.1
fig|3702.11.peg.4772	AT5G51350	AT5G51350.1
fig|3702.11.peg.4773	AT5G51360	AT5G51360.1
fig|3702.11.peg.4774	AT5G51370	AT5G51370.2
fig|3702.11.peg.4775	AT5G51380	AT5G51380.1
fig|3702.11.peg.4776	AT5G51390	AT5G51390.1
fig|3702.11.peg.4777	AT5G51400	AT5G51400.1
fig|3702.11.peg.4778	AT5G51410	AT5G51410.2
fig|3702.11.peg.4779	AT5G51420	AT5G51420.1
fig|3702.11.peg.478	AT5G03520	AT5G03520.1
fig|3702.11.peg.4780	AT5G51430	AT5G51430.1
fig|3702.11.peg.4781	AT5G51440	AT5G51440.1
fig|3702.11.peg.4782	AT5G51450	AT5G51450.2
fig|3702.11.peg.4783	AT5G51451	AT5G51451.1
fig|3702.11.peg.4784	AT5G51460	AT5G51460.1
fig|3702.11.peg.4785	AT5G51470	AT5G51470.1
fig|3702.11.peg.4786	AT5G51480	AT5G51480.1
fig|3702.11.peg.4787	AT5G51490	AT5G51490.1
fig|3702.11.peg.4788	AT5G51500	AT5G51500.1
fig|3702.11.peg.4789	AT5G51510	AT5G51510.1
fig|3702.11.peg.479	AT5G03530	AT5G03530.1
fig|3702.11.peg.4790	AT5G51520	AT5G51520.1
fig|3702.11.peg.4791	AT5G51530	AT5G51530.1
fig|3702.11.peg.4792	AT5G51540	AT5G51540.1
fig|3702.11.peg.4793	AT5G51545	AT5G51545.1
fig|3702.11.peg.4794	AT5G51550	AT5G51550.1
fig|3702.11.peg.4795	AT5G51560	AT5G51560.1
fig|3702.11.peg.4796	AT5G51570	AT5G51570.1
fig|3702.11.peg.4797	AT5G51580	AT5G51580.1
fig|3702.11.peg.4798	AT5G51590	AT5G51590.1
fig|3702.11.peg.4799	AT5G51600	AT5G51600.1
fig|3702.11.peg.48	ATMG00580	ATMG00580.1
fig|3702.11.peg.480	AT5G03540	AT5G03540.3
fig|3702.11.peg.4800	AT5G51610	AT5G51610.1
fig|3702.11.peg.4801	AT5G51620	AT5G51620.2
fig|3702.11.peg.4802	AT5G51630	AT5G51630.1
fig|3702.11.peg.4803	AT5G51640	AT5G51640.1
fig|3702.11.peg.4804	AT5G51650	AT5G51650.1
fig|3702.11.peg.4805	AT5G51660	AT5G51660.1
fig|3702.11.peg.4806	AT5G51670	AT5G51670.1
fig|3702.11.peg.4807	AT5G51680	AT5G51680.1
fig|3702.11.peg.4808	AT5G51690	AT5G51690.1
fig|3702.11.peg.4809	AT5G51700	AT5G51700.1
fig|3702.11.peg.481	AT5G03545	AT5G03545.1
fig|3702.11.peg.4810	AT5G51710	AT5G51710.1
fig|3702.11.peg.4811	AT5G51720	AT5G51720.1
fig|3702.11.peg.4812	AT5G51730	AT5G51730.1
fig|3702.11.peg.4813	AT5G51740	AT5G51740.1
fig|3702.11.peg.4814	AT5G51750	AT5G51750.1
fig|3702.11.peg.4815	AT5G51760	AT5G51760.1
fig|3702.11.peg.4816	AT5G51770	AT5G51770.1
fig|3702.11.peg.4817	AT5G51780	AT5G51780.1
fig|3702.11.peg.4818	AT5G51790	AT5G51790.1
fig|3702.11.peg.4819	AT5G51795	AT5G51795.1
fig|3702.11.peg.482	AT5G03550	AT5G03550.1
fig|3702.11.peg.4820	AT5G51800	AT5G51800.1
fig|3702.11.peg.4821	AT5G51810	AT5G51810.1
fig|3702.11.peg.4822	AT5G51812	AT5G51812.1
fig|3702.11.peg.4823	AT5G51820	AT5G51820.1
fig|3702.11.peg.4824	AT5G51830	AT5G51830.1
fig|3702.11.peg.4825	AT5G51840	AT5G51840.1
fig|3702.11.peg.4826	AT5G51845	AT5G51845.1
fig|3702.11.peg.4827	AT5G51850	AT5G51850.1
fig|3702.11.peg.4828	AT5G51860	AT5G51860.1
fig|3702.11.peg.4829	AT5G51870	AT5G51870.3
